bab_key,bab_label,bab_number,question_no,question_text,option_a,option_b,option_c,option_d,correct_answer
bab_isim_yang_dibaca_rafa,Bab Isim yang dibaca Rafa' – bab مرفوعات الأسماء,12,7,"""قُمْتُ"" dlamir تُ adalah dlamir fa'il untuk orang...",Ketiga tunggal laki-laki,Kedua tunggal laki-laki,Pertama tunggal (mutakallim wahdah),Pertama jamak,c
bab_isim_yang_dibaca_rafa,Bab Isim yang dibaca Rafa' – bab مرفوعات الأسماء,12,8,Dlamir munfashil digunakan ketika...,Ingin menekankan objek,Fi'il bersifat mabni,Tidak bisa menggunakan dlamir muttashil,Fa'il berupa isim zhahir,c
bab_isim_yang_dibaca_rafa,Bab Isim yang dibaca Rafa' – bab مرفوعات الأسماء,12,9,Manakah dlamir munfashil untuk orang ketiga laki-laki tunggal?,أَنَا,نَحْنُ,أَنْتَ,هُوَ,d
bab_isim_yang_dibaca_rafa,Bab Isim yang dibaca Rafa' – bab مرفوعات الأسماء,12,10,"""لَمْ يَقُمْ إِلَّا أَنَا"" kata أَنَا di sini berupa dlamir...",Muttashil mustatir,Muttashil bariz,Munfashil,Zhahir,c
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,1,Naibul fa'il adalah...,Isim yang menggantikan khabar,Fi'il yang menggantikan fa'il,Maf'ul yang menempati kedudukan fa'il yang dibuang,Isim yang menggantikan mubtada',c
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,2,"Jika maf'ul bih tidak disebutkan, maka yang bisa menggantikan fa'il adalah... (pilih yang paling tepat)",Hanya mashdar,Hanya zharaf,Hanya majrur,"Mashdar, zharaf, atau majrur",d
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,3,"Ketika fi'il madhi diubah ke bentuk majhul (untuk naibul fa'il), huruf pertamanya dibaca...",Fathah,Kasrah,Dhammah,Sukun,c
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,4,"Ketika fi'il madhi dijadikan majhul, huruf sebelum akhir dibaca...",Fathah,Dhammah,Kasrah,Sukun,c
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,5,"Fi'il ""ضَرَبَ"" jika dijadikan majhul menjadi...",يُضْرَبُ,ضُرِبَ,ضَرَبَ,أَضْرَبَ,b
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,6,"Ketika fi'il mudhari' dijadikan majhul, huruf sebelum akhir dibaca...",Kasrah,Dhammah,Sukun,Fathah,d
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,7,"""يُدَّعَى"" adalah contoh fi'il mudhari' majhul. Ini termasuk jenis fi'il...",Shahih akhir,Mu'tal alif (maqshur),Mu'tal wawu,Mabni,b
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,8,"Fi'il madhi mu'tal 'ain (seperti ""بَاعَ"") ketika dijadikan majhul huruf pertamanya dibaca...",Dhammah,Fathah,Kasrah,Sukun,c
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,9,Naibul fa'il bisa berupa isim dlamir maupun isim zhahir. Contoh naibul fa'il berupa isim zhahir adalah...,دُعِيتُ,يُكْرَمُ المُبَشِّرُ,قُمْتُ,ذَهَبَ,b
bab_naibul_fail,Bab Naibul Fa'il – bab نائب الفاعل,13,10,"""دُعِيتُ"" kata تُ di sini berkedudukan sebagai...",Fa'il,Maf'ul bih,Naibul fa'il (dlamir),Mubtada',c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,1,Definisi mubtada' adalah...,Isim yang dirafa'kan oleh fi'ilnya,Isim yang jatuh setelah kana,Isim yang dirafa'kan dan sepi dari amil lafzhi,Isim yang menggantikan fa'il,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,2,Definisi khabar adalah...,Isim yang selalu manshub,Isim yang menggantikan mubtada',"Isim yang dirafa'kan dan disandarkan kepada mubtada', lafaznya disesuaikan dengan mubtada'",Isim yang selalu mufrad,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,3,"""زَيْدٌ عَظِيمُ الشَّأْنِ"" yang menjadi mubtada' adalah...",عَظِيمُ,الشَّأْنِ,زَيْدٌ,Tidak ada,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,4,Mubtada' boleh berupa isim dlamir. Syaratnya dlamir tersebut harus berupa...,Dlamir mustatir,Dlamir muttashil,Dlamir munfashil,Dlamir bariz,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,5,Dlamir munfashil yang boleh menjadi mubtada' ada berapa macam?,Sepuluh,Sebelas,Dua belas,Delapan,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,6,"Khabar terbagi menjadi dua macam, yaitu...",Marfu' dan manshub,Mufrad dan ghairu mufrad,Zhahir dan dlamir,Mu'rab dan mabni,b
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,7,Khabar ghairu mufrad ada berapa macam?,Dua,Tiga,Empat,Lima,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,8,Manakah yang bukan termasuk khabar ghairu mufrad?,Zharaf,Jer majrur,Fi'il beserta fa'ilnya,Isim tatsniyah,d
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,9,"""أَنْتَ عِنْدِي"" kata عِنْدِي berkedudukan sebagai khabar jenis...",Mufrad,Fi'il beserta fa'il,Zharaf,Jer majrur,c
bab_mubtada_khobar,Bab Mubtada Khobar – bab المبتدأ والخبار,14,10,"""اِبْنِي قَرَأَ"" khabarnya adalah قَرَأَ yang merupakan khabar jenis...",Mufrad,Zharaf,Jer majrur,Fi'il beserta fa'ilnya,d
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,1,Apa yang terjadi pada mubtada' dan khabar ketika dimasuki كَانَ?,Keduanya manshub,Keduanya marfu',Keduanya majrur,"Mubtada' tetap marfu' (isim kana), khabar jadi manshub",d
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,2,"""كَانَ زَيْدٌ ذَا بَصَرٍ"" kata ذَا بَصَرٍ berkedudukan sebagai...",Isim kana,Fa'il,Khabar kana (manshub),Mubtada',c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,3,Manakah yang termasuk saudara-saudara kana yang tidak memerlukan syarat khusus?,زَالَ dan بَرِحَ,فَتِئَ dan اِنْفَكَّ,أَصْبَحَ dan أَمْسَى,دَامَ dan اِنْفَكَّ,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,4,"""زَالَ، بَرِحَ، فَتِئَ، اِنْفَكَّ"" keempat fi'il ini memiliki syarat khusus, yaitu...",Harus diikuti mashdar,Harus berada di awal kalimat,Harus didahului nafi,Harus diikuti zharaf,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,5,"""مَا دَامَ"" memiliki syarat khusus, yaitu مَا di depannya harus berupa...",Maa nafiyah,Maa istifhamiyah,Maa dzharfiyyah mashdariyyah,Maa maushulah,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,6,"""لَيْسَ"" termasuk saudara kana. Artinya adalah...",Menjadi,Berada,Tetap,Tidak/bukan (nafi),d
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,7,"Mashdar, mudhari', dan amar dari kana dan saudaranya hukumnya...",Berbeda dari fi'il madhinya,Tidak bisa dibentuk,Sama seperti fi'il madhinya dalam mengangkat isim dan menashabkan khabar,Hanya berlaku untuk fi'il madhi,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,8,"""كُنْ صَدِيقاً"" fi'il كُنْ adalah fi'il...",Madhi dari kana,Mudhari' dari kana,Amar dari kana,Mashdar dari kana,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,9,Berapa total fi'il yang termasuk golongan kana dan saudaranya?,Sepuluh,Sebelas,Tiga belas,Lima belas,c
bab_kanna_dan_saudaranya,Bab Kanna dan Saudaranya –  باب كان وأخواتها,15,10,"""أَضْحَى الطَّالِبُ مُجْتَهِداً"" kata مُجْتَهِداً berkedudukan sebagai...",Isim adha,Fa'il,Mubtada',Khabar adha (manshub),d
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,1,Apa yang terjadi pada mubtada' dan khabar ketika dimasuki inna?,Keduanya tetap marfu',"Mubtada' jadi manshub (isim inna), khabar tetap marfu'",Keduanya jadi manshub,Keduanya jadi majrur,b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,2,"""إِنَّ زَيْداً ذُو نَظَرٍ"" kata زَيْداً berkedudukan sebagai...",Khabar inna,Isim inna (manshub),Mubtada',Fa'il,b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,3,Manakah yang bukan termasuk saudara-saudara inna?,أَنَّ,لَيْتَ,لَعَلَّ,كَانَ,d
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,4,"""لَيْتَ"" termasuk lafaz untuk makna...",Tasybih (menyerupakan),Tamanni (mengandai-andai),Istidrak (penyanggahan),Tarajji (mengharap),b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,5,"""كَأَنَّ"" digunakan untuk makna...",Tamanni,Tasybih (menyerupakan),Istidrak,Tarajji dan tawaqqu',b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,6,"""لَكِنَّ"" digunakan untuk makna...",Tasybih,Tamanni,Istidrak (penyanggahan),Tarajji,c
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,7,"""لَعَلَّ"" digunakan untuk makna...",Tasybih,Tarajji (mengharap) dan tawaqqu' (mengkhawatirkan),Istidrak,Tamanni,b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,8,"""إِنَّ"" dan ""أَنَّ"" sama-sama berfungsi untuk...",Tasybih,Menguatkan makna (taukid),Tamanni,Tarajji,b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,9,Manakah pasangan yang tepat antara amil dan maknanya?,Laita - Tasybih,Kaanna - Tasybih,Lakinna - Tamanni,Laalla - Istidrak,b
bab_inna_dan_saudaranya,Bab Inna dan Saudaranya – bab إن وأخواتها,16,10,Hukum khabar inna dan saudaranya adalah...,Marfu',Manshub,Majrur,Majzum,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,1,Mubtada' dan khabar yang dimasuki dzanna hukumnya menjadi...,Tetap marfu' semua,Keduanya manshub (sebagai dua maf'ul),"Salah satu manshub, satu majrur",Keduanya majzum,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,2,Manakah yang bukan termasuk saudara dzanna?,خِلْتُ,حَسِبْتُ,زَعَمْتُ,عَلِمْتُ هُوَ,d
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,3,"""رَأَيْتُهُ"" dalam bab ini bermakna ra'a yang setara dengan dzanna, artinya...",Melihat dengan mata,Menyangka/mengira,Mengetahui pasti,Mendengar,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,4,"""جَعَلْتُهُ"" dan ""اتَّخَذْتُهُ"" termasuk golongan dzanna karena maknanya semakna dengan...",Mengira,Menjadikan/menganggap,Melihat,Mengetahui,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,5,"""ظَنَنْتُ زَيْداً مُنْجِداً"" — kata زَيْداً dan مُنْجِداً berkedudukan sebagai...",Mubtada' dan khabar,Maf'ul awal dan maf'ul kedua (keduanya manshub),Fa'il dan maf'ul,Isim dan khabar inna,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,6,Semua lafaz yang ditashrif dari fi'il-fi'il dzanna dan saudaranya hukumnya...,Berbeda dari fi'il aslinya,"Sama, tetap menashabkan dua maf'ul",Hanya berlaku pada fi'il madhi,Tidak bisa ditashrif,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,7,"""عَلِمْتُهُ"" termasuk saudara dzanna karena bermakna...",Melihat,Mengira,Mengetahui dengan yakin,Menyangka samar,c
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,8,Dzanna dan saudaranya berbeda dengan kana karena...,Kana menashabkan dua maf'ul,"Dzanna menashabkan dua maf'ul, sedangkan kana hanya satu khabar",Keduanya sama persis fungsinya,Dzanna hanya untuk fi'il madhi,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,9,"""وَاجْعَلْ لَنَا هَذَا المَكَانَ مَسْجِداً"" — kata مَسْجِداً berkedudukan sebagai...",Maf'ul awal,Maf'ul kedua,Fa'il,Khabar kana,b
bab_dzanna_dan_saudaranya,Bab Dzanna dan Saudaranya – bab ظن وأخواتها,17,10,Saudara-saudara dzanna semuanya termasuk jenis fi'il yang membutuhkan...,Satu maf'ul saja,Dua maf'ul,Tidak membutuhkan maf'ul,Tiga maf'ul,b
bab_naat,Bab Na'at – bab النعت,18,1,Na'at (sifat) terbagi menjadi berapa bagian?,Satu,Dua,Tiga,Empat,b
bab_naat,Bab Na'at – bab النعت,18,2,Na'at yang merafa'kan dlamir yang kembali ke man'ut disebut na'at...,Haqiqi,Sababi,Mufrad,Jamid,a
bab_naat,Bab Na'at – bab النعت,18,3,Na'at haqiqi harus mengikuti man'ut dalam berapa perkara dari sepuluh perkara?,Dua,Tiga,Empat,Lima,c
bab_naat,Bab Na'at – bab النعت,18,4,Manakah yang bukan termasuk empat perkara yang harus diikuti na'at haqiqi?,"I'rab (rafa', nashab, jer)",Mufrad/mudzakkar dan lawannya,Ma'rifat/nakirah,Jenis fi'il (madhi/mudhari'),d
bab_naat,Bab Na'at – bab النعت,18,5,Na'at sababi (yang merafa'kan isim zhahir) hukumnya selalu...,Mengikuti bentuk man'ut (tatsniyah/jama'),"Mufrad, meskipun man'utnya bukan mufrad",Harus jama',Harus tatsniyah,b
bab_naat,Bab Na'at – bab النعت,18,6,Na'at sababi harus cocok dengan isim zhahir setelahnya dalam hal...,I'rab saja,Mudzakkar dan mu'annatsnya,Jumlah bilangan saja,Ma'rifat saja,b
bab_naat,Bab Na'at – bab النعت,18,7,"""جَاءَ الْغُلَامُ الْفَاضِلُ"" — kata الْفَاضِلُ adalah contoh na'at jenis...",Na'at haqiqi,Na'at sababi,Badal,Athaf,a
bab_naat,Bab Na'at – bab النعت,18,8,"""جَاءَ مَعْهُ نِسْوَةٌ حَوَامِلُ"" — kata حَوَامِلُ adalah contoh na'at...",Haqiqi,Sababi (mufrad meski man'utnya jama'),Athaf,Taukid,b
bab_naat,Bab Na'at – bab النعت,18,9,"""قَدْ جَاءَ حُرَّتَانِ مَنْطَلِقٌ زَوْجَاهُمَا"" — kata مَنْطَلِقٌ tetap mufrad karena merupakan na'at jenis...",Haqiqi,Sababi,Badal kul,Taukid,b
bab_naat,Bab Na'at – bab النعت,18,10,"Pada contoh nomor 9, kata مَنْطَلِقٌ harus cocok mudzakkar/mu'annatsnya dengan...",Kata sebelum man'ut,Isim zhahir setelahnya (yaitu زَوْجَاهُمَا),Man'ut itu sendiri,Tidak perlu cocok dengan apapun,b
bab_ataf,Bab Ataf – bab العطف,19,1,Ma'thuf (kalimah yang diathafkan) mengikuti ma'thuf 'alaih dalam hal...,Maknanya saja,"I'rabnya (rafa', nashab, jer, jazm)",Bentuk hurufnya,Jumlah katanya,b
bab_ataf,Bab Ataf – bab العطف,19,2,"Dalam hal diathafkan, isim dan fi'il diperlakukan...",Berbeda aturan,Sama (mengikuti aturan athaf yang sama),Isim tidak bisa diathafkan,Fi'il tidak bisa diathafkan,b
bab_ataf,Bab Ataf – bab العطف,19,3,Manakah yang bukan termasuk huruf athaf?,وَ,ثُمَّ,حَتَّى,إِنَّ,d
bab_ataf,Bab Ataf – bab العطف,19,4,"""جَاءَ زَيْدٌ ثُمَّ عَمْرٌو"" — huruf ثُمَّ menunjukkan makna...",Pilihan,Urutan dengan jeda waktu,Penyanggahan,Sebab akibat,b
bab_ataf,Bab Ataf – bab العطف,19,5,"Huruf athaf ""أَوْ"" biasanya bermakna...",Urutan,Pilihan (atau),Penegasan,Pengecualian,b
bab_ataf,Bab Ataf – bab العطف,19,6,"""حَتَّى"" sebagai huruf athaf bermakna...",Pilihan,Mencapai batas akhir/puncak,Penyanggahan,Permulaan,b
bab_ataf,Bab Ataf – bab العطف,19,7,"""فِئَةٌ لَمْ يَأْكُلُوا أَوْ يَحْضُرُوا حَتَّى يَفُوتَ"" — pada contoh ini حَتَّى mengathafkan fi'il يَفُوتَ yang bermakna...",Mereka langsung makan,Sampai (hingga) hilangnya kesempatan,Mereka tidak pernah makan,Tidak ada hubungannya,b
bab_ataf,Bab Ataf – bab العطف,19,8,"""لَكِنْ"" dan ""أَمَّا"" sebagai huruf athaf biasanya menunjukkan makna...",Pilihan,Penyanggahan/perbedaan,Urutan waktu,Penegasan,b
bab_ataf,Bab Ataf – bab العطف,19,9,"""بَلْ"" sebagai huruf athaf berfungsi untuk...",Memilih,Mengalihkan/membatalkan pernyataan sebelumnya (idrab),Menguatkan,Mengurutkan,b
bab_ataf,Bab Ataf – bab العطف,19,10,"""أَكْرِمْ زَيْداً وَعَمْراً بِاللِّقَا وَالْمَطْعَمِ"" — huruf وَ di sini berfungsi sebagai...",Huruf qasam (sumpah),Huruf athaf (menggabungkan),Huruf nida,Huruf istisna',b
bab_taukid,Bab Taukid – bab التوكيد,20,1,Taukid berfungsi untuk...,Mengganti isim sebelumnya,Menguatkan/menegaskan makna lafaz sebelumnya,Membatalkan makna sebelumnya,Menjelaskan jenis isim,b
bab_taukid,Bab Taukid – bab التوكيد,20,2,Lafaz taukid harus mengikuti yang ditaukidi dalam hal...,Maknanya saja,I'rab dan ma'rifatnya,Jumlah hurufnya,Bunyi sajaknya,b
bab_taukid,Bab Taukid – bab التوكيد,20,3,Isim yang dinakirahkan (nakirah) hukumnya...,Wajib ditaukidi,Tidak bisa ditaukidi,Boleh ditaukidi dengan syarat tertentu,Hanya bisa ditaukidi sekali,b
bab_taukid,Bab Taukid – bab التوكيد,20,4,Lafaz taukid yang terkenal ada empat. Manakah yang bukan termasuknya?,نَفْسٌ,عَيْنٌ,كُلٌّ,بَعْضٌ,d
bab_taukid,Bab Taukid – bab التوكيد,20,5,"""أَجْمَعُ"" dan turunannya seperti ""أَكْتَعُ""، ""أَبْتَعُ""، ""أَبْصَعُ"" berfungsi sebagai pengikut dari lafaz...",Nafsun,Ainun,Ajma'u,Kullun,c
bab_taukid,Bab Taukid – bab التوكيد,20,6,"""جَاءَ زَيْدٌ نَفْسُهُ"" — kata نَفْسُهُ berfungsi sebagai...",Badal,Taukid,Na'at,Athaf,b
bab_taukid,Bab Taukid – bab التوكيد,20,7,"""جَيْشَ الْأَمِيرِ كُلُّهُ تَأَخَّرَ"" — kata كُلُّهُ di sini menaukidi makna...",Sebagian,Keseluruhan (tidak ada yang tertinggal),Sedikit,Tidak pasti,b
bab_taukid,Bab Taukid – bab التوكيد,20,8,"Untuk mentaukidi sebuah kalimat (jumlah), caranya adalah dengan...",Menambahkan kullun,Mengulang kalimat tersebut,Menambahkan nafsun,Membuang sebagian kalimat,b
bab_taukid,Bab Taukid – bab التوكيد,20,9,"""اِنْتَهَى اِنْتَهَى"" adalah contoh taukid jenis...",Taukid isim dengan nafsun,Taukid kalimat dengan mengulanginya,Taukid dengan ajma'u,Badal isytimal,b
bab_taukid,Bab Taukid – bab التوكيد,20,10,Mengapa isim nakirah tidak bisa ditaukidi?,Karena terlalu pendek,"Karena taukid mensyaratkan kejelasan dan ketegasan rujukan, yang tidak dimiliki nakirah",Karena nakirah selalu manshub,Karena nakirah tidak punya i'rab,b
bab_badal,Bab Badal – bab البدل,21,1,"Badal terjadi ketika ada isim atau fi'il yang jatuh setelah lafaz yang sama, tanpa adanya...",Harakat,Huruf athaf,Mudhaf,Tanwin,b
bab_badal,Bab Badal – bab البدل,21,2,I'rab badal mengikuti i'rab...,Lafaz sesudahnya,Lafaz yang pertama (mubdal minhu),Selalu rafa',Selalu manshub,b
bab_badal,Bab Badal – bab البدل,21,3,Badal terbagi menjadi berapa macam?,Tiga,Empat,Lima,Enam,c
bab_badal,Bab Badal – bab البدل,21,4,"""جَاءَنِي زَيْدٌ أَخُوكَ"" — kata أَخُوكَ adalah contoh badal jenis...",Badal ba'd minal kul,Badal kul minal kul (keseluruhan),Badal isytimal,Badal ghalath,b
bab_badal,Bab Badal – bab البدل,21,5,"""أَكَلْتُ عِنْدِي رَغِيفاً نِصْفَهُ"" — kata نِصْفَهُ adalah contoh badal...",Kul minal kul,Ba'd minal kul (sebagian dari keseluruhan),Isytimal,Idlrab,b
bab_badal,Bab Badal – bab البدل,21,6,"""إِلَيَّ زَيْدٌ عِلْمُهُ الَّذِي دَرَسَ"" — kata عِلْمُهُ adalah contoh badal...",Kul minal kul,Ba'd minal kul,Isytimal (yang berkaitan/mencakup),Ghalath,c
bab_badal,Bab Badal – bab البدل,21,7,"Jika seseorang mengucapkan suatu lafaz tanpa sengaja/keliru lalu membetulkannya, badal tersebut dinamakan badal...",Idlrab,Ghalath (kekeliruan),Isytimal,Kul minal kul,b
bab_badal,Bab Badal – bab البدل,21,8,"Jika seseorang sengaja mengalihkan pembicaraan dari satu hal ke hal lain, ini disebut badal...",Ghalath,Idlrab,Isytimal,Kul minal kul,b
bab_badal,Bab Badal – bab البدل,21,9,"""مَنْ يُؤْمِنْ يُثَبْ يَدْخُلْ جِنَاناً"" — kata يَدْخُلْ adalah contoh badal jenis...",Badal isim dari isim,Badal fi'il dari fi'il,Athaf,Taukid,b
bab_badal,Bab Badal – bab البدل,21,10,Perbedaan utama badal dengan na'at adalah...,"Badal selalu manshub, na'at selalu marfu'","Badal menggantikan kedudukan lafaz sebelumnya (seakan independen), na'at hanya menyifati","Badal hanya untuk fi'il, na'at hanya untuk isim",Tidak ada perbedaan,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,1,"Sebelum bab ini, sudah ada tiga isim yang dinashabkan (khabar kana, isim inna, maf'ul zhanna). Berapa macam lagi isim manshub yang dibahas dalam bab ini?",Lima,Tujuh,Sepuluh,Dua belas,c
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,2,Isim manshub yang pertama dan paling utama dibahas adalah...,Hal,Maf'ul bih,Zharaf,Tamyiz,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,3,Definisi maf'ul bih adalah...,Isim yang menunjukkan waktu,Isim manshub yang menjadi sasaran/objek dari suatu pekerjaan,Isim yang menjelaskan sebab,Isim yang menyertai fi'il,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,4,Maf'ul bih bisa berupa isim zhahir dan isim...,Mu'rab,Dlamir,Mabni,Nakirah,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,5,Dlamir muttashil pada maf'ul bih contohnya adalah...,جَاءَنِي,أَنَا,هُوَ,نَحْنُ,a
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,6,"Dlamir munfashil untuk maf'ul bih, contohnya adalah...",نِي,هُ,إِيَّايَ,تُ,c
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,7,"""حَيِّيْتَ أَكْرِمْ بِALَّذِي حَيَّانَا"" — kata حَيَّانَا mengandung dlamir munfashil...",إِيَّايَ,إِيَّانَا/نَا,إِيَّاكَ,إِيَّاهُ,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,8,Dlamir munfashil maf'ul bih jumlahnya ada berapa macam?,Sepuluh,Dua belas,Empat belas,Delapan,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,9,Hukum dlamir munfashil dibandingkan dlamir muttashil dalam kedudukan maf'ul adalah...,Dlamir munfashil lebih diutamakan,Keduanya setara dalam penggunaan sesuai posisinya,Dlamir munfashil tidak bisa jadi maf'ul,Dlamir muttashil tidak bisa jadi maf'ul,b
bab_isim_yang_dibaca_nashob,Bab Isim yang dibaca Nashob – bab منصوبات الأسماء,22,10,"""كَاحْذَرُوا أَهْلَ الطَّمَعْ"" — kata أَهْلَ berkedudukan sebagai...",Fa'il,Maf'ul bih (isim zhahir),Mubtada',Khabar,b
bab_masdar,Bab Masdar – bab  المصدر,23,1,Mashdar dalam tashrif fi'il merupakan urutan yang ke...,Pertama,Kedua,Ketiga,Keempat,c
bab_masdar,Bab Masdar – bab  المصدر,23,2,"Mashdar dari ""قَامَ"" adalah...",يَقُومُ,قِيَاماً,قُمْ,قَائِمٌ,b
bab_masdar,Bab Masdar – bab  المصدر,23,3,Mashdar dinashabkan oleh fi'il yang sifatnya...,Tampak jelas (dzahir),Dikira-kirakan (muqaddar),Selalu di awal kalimat,Selalu majzum,b
bab_masdar,Bab Masdar – bab  المصدر,23,4,Mashdar yang cocok dengan fi'ilnya baik lafaz maupun makna disebut mashdar...,Lafdzi,Ma'nawi,Muqaddar,Mabni,a
bab_masdar,Bab Masdar – bab  المصدر,23,5,Mashdar yang hanya cocok maknanya saja dengan fi'il (tidak cocok lafaznya) disebut mashdar...,Lafdzi,Ma'nawi,Muqaddar,Zhahir,b
bab_masdar,Bab Masdar – bab  المصدر,23,6,"""قُمْ قِيَاماً"" adalah contoh mashdar jenis...",Lafdzi,Ma'nawi,Muqaddar,Majhul,a
bab_masdar,Bab Masdar – bab  المصدر,23,7,"""قُمْ وُقُوفاً"" adalah contoh mashdar jenis...",Lafdzi,Ma'nawi (karena beda akar kata tapi sama makna),Muqaddar,Majhul,b
bab_masdar,Bab Masdar – bab  المصدر,23,8,"Mengapa ""وُقُوفاً"" dianggap mashdar ma'nawi dari ""قُمْ""?",Karena berasal dari akar kata yang sama persis,Karena maknanya sama (berdiri/diam) meski akar katanya berbeda,Karena keduanya fi'il madhi,Karena keduanya isim fa'il,b
bab_masdar,Bab Masdar – bab  المصدر,23,9,"Mashdar yang dinashabkan, secara umum berfungsi untuk...",Menjadi fa'il,Menjelaskan dan menguatkan makna kerja dari fi'ilnya,Menjadi mubtada',Menjadi khabar kana,b
bab_masdar,Bab Masdar – bab  المصدر,23,10,Hukum nashab mashdar disebabkan oleh fi'il yang...,Tampak jelas dalam kalimat,"Dikira-kirakan (tersirat), bukan fi'il yang benar-benar ada",Selalu fi'il amar,Selalu disebutkan dua kali,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,1,Definisi zharaf adalah...,Isim yang menunjukkan pelaku,"Isim yang menunjukkan makna waktu atau tempat, dinashabkan",Isim yang menunjukkan sifat,Isim yang menggantikan fa'il,b
bab_dhorof,Bab Dhorof – bab  الظرف,24,2,"Menurut ahli nahwu, zharaf selalu menakdirkan makna huruf...",مِنْ,فِي,إِلَى,عَلَى,b
